wins,losses,draws,height_cm,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,match_results
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,3,0,162.56,162.56,Orthodox,5.83,31,9.25,44,0,0,0,0,win
11,1,0,190.5,193.04,Southpaw,3.07,43,3.27,25,0,0,36,0,win
14,8,1,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,4,0,177.8,182.88,Orthodox,2.64,50,8.57,43,0,0,50,0,win
7,3,0,160.02,152.4,Orthodox,7.47,40,5.87,33,0,0,37,0,win
19,10,0,167.64,182.88,Orthodox,3.64,44,5,47,0,0,0,0,win
11,6,0,177.8,182.88,Orthodox,2.53,36,5.33,44,0,0,71,0,win
8,3,0,167.64,182.88,Orthodox,1.24,21,4.75,53,1.69,25,0,0,win
8,5,0,187.96,182.88,Switch,1.52,41,1.91,41,1.06,14,37,0,win
10,7,2,170.18,175.26,Southpaw,3.26,44,3.63,53,0.5,16,30,0,win
17,14,0,185.42,190.5,Orthodox,4.92,36,5.27,54,0.48,18,75,0,win
12,2,0,187.96,203.2,Orthodox,4.38,47,3.53,53,1.42,33,42,0,win
12,5,0,167.64,167.64,Orthodox,1.49,50,2.64,38,1.44,33,40,0,loss
3,5,1,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
1,5,0,178.2343247,182.88,Orthodox,1.6,25,3.2,66,12,100,0,0,win
18,7,1,180.34,185.42,Southpaw,2.26,41,3.63,53,2,38,78,0,draw
7,7,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,2,0,187.96,182.88,Orthodox,3.43,35,2.07,64,0,0,100,0,win
3,2,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
19,2,0,165.1,167.64,Orthodox,3.6,45,2.45,62,2,44,55,0,win
6,2,0,172.72,175.26,Switch,2.66,32,8.78,45,0,0,0,0,win
18,6,3,170.18,182.88,Orthodox,0.6,20,4.18,57,0,0,0,0,loss
3,8,0,172.72,182.88,Orthodox,12.12,80,2.31,69,0,0,0,0,loss
4,5,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
11,12,0,172.72,182.88,Orthodox,2.16,28,8.75,42,0.77,11,25,0,win
11,2,0,177.8,187.96,Orthodox,5.61,44,4.94,46,3.16,45,80,0,win
10,6,0,180.34,185.42,Orthodox,1.23,35,5.95,47,0,0,33,0,win
11,9,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
3,4,0,182.88,182.88,Southpaw,0,0,0,0,0,0,0,0,win
8,2,0,182.88,182.88,Orthodox,0.79,100,1.18,50,0,0,0,0,win
8,2,0,190.5,182.88,Switch,3.64,39,5.33,47,0,0,0,0,loss
16,17,3,182.88,182.88,Orthodox,1.13,34,0.27,60,0,0,33,0,win
23,19,1,182.88,182.88,Orthodox,2.6,45,0.6,84,5,62,100,0,win
13,6,0,170.18,175.26,Orthodox,0,0,0,0,0,0,0,0,win
9,4,0,190.5,190.5,Orthodox,3.92,55,1.86,49,0.44,50,58,0,win
8,3,0,193.04,205.74,Orthodox,0.65,26,3.64,21,0,0,0,0,win
14,9,0,193.04,182.88,Orthodox,0,0,0,0,0,0,0,0,win
4,3,0,170.18,182.88,Orthodox,0,0,5.55,27,0,0,0,0,win
39,15,2,175.26,193.04,Orthodox,3.14,47,2.37,60,0.91,40,64,0,win
17,4,0,193.04,203.2,Orthodox,3.56,49,1.89,59,5.93,53,33,0,win
23,11,0,172.72,180.34,Orthodox,2.82,43,3.13,54,3.1,42,92,0,win
9,1,0,170.18,175.26,Orthodox,3.4,47,2.53,44,3,75,70,0,win
4,3,1,180.34,190.5,Orthodox,4,33,12,40,0,0,0,0,win
7,4,0,190.5,182.88,Switch,9.35,46,14.83,35,0,0,0,0,win
6,2,0,175.26,190.5,Orthodox,3.9,52,6.28,44,0,0,0,0,win
13,3,0,195.58,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,3,0,172.72,180.34,Southpaw,7.66,39,5.72,51,2.6,35,85,0,win
6,2,0,175.26,182.88,Orthodox,5.87,46,7.6,48,0,0,33,0,win
14,9,0,177.8,187.96,Orthodox,2.32,49,2.42,50,2.95,42,76,0,win
12,10,0,193.04,203.2,Orthodox,4.96,44,5.67,45,0.18,50,20,0,loss
1,3,0,182.88,182.88,Switch,0,0,0,0,0,0,0,0,win
15,9,0,172.72,182.88,Orthodox,2.04,52,1.82,63,4.31,46,68,0,win
8,5,0,172.72,182.88,Orthodox,2.21,43,6.85,48,0,0,0,0,win
18,12,0,182.88,182.88,Orthodox,2.87,47,3.93,50,0,0,72,0,win
6,1,0,167.64,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
5,5,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
5,6,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,4,0,175.26,180.34,Orthodox,6.77,46,6.32,63,3.87,40,100,0,loss
1,3,0,195.58,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,2,0,185.42,182.88,Orthodox,6.35,64,2.31,55,17.31,66,0,0,win
4,2,0,195.58,182.88,Orthodox,8.28,57,22.76,21,0,0,0,0,win
11,3,0,175.26,182.88,Southpaw,1.48,27,2.05,55,3.42,33,66,0,loss
2,6,0,172.72,182.88,Orthodox,0.18,50,1.83,52,2.75,50,0,0,loss
0,1,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,2,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,5,0,180.34,182.88,Orthodox,0,0,3.91,50,0,0,28,0,win
17,5,0,187.96,193.04,Orthodox,3.86,46,2.95,61,0.43,100,57,0,win
1,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,0,0,185.42,185.42,Orthodox,11.67,67,9.13,54,1,14,0,0,win
17,8,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,5,0,175.26,182.88,Southpaw,0.6,45,2.22,44,3.33,45,50,0,win
7,6,0,175.26,182.88,Orthodox,0.88,19,2.2,66,4.71,26,0,0,win
7,0,0,160.02,152.4,Orthodox,3.73,52,1.33,64,2.67,72,100,0,loss
2,3,1,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,3,0,170.18,172.72,Orthodox,3.56,38,3.77,53,0,0,33,0,loss
20,25,0,162.56,182.88,Orthodox,0,0,0,0,0,0,0,0,win
10,4,0,172.72,170.18,Orthodox,3.84,35,2.83,67,0.72,28,73,0,loss
1,3,0,180.34,182.88,Southpaw,1.37,40,2.08,53,1.33,66,0,0,loss
7,9,1,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
0,2,0,177.8,182.88,Orthodox,0.28,29,3.13,48,0,0,33,0,win
11,4,0,160.02,157.48,Orthodox,4.01,60,1.78,72,4.46,100,100,0,win
7,6,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,4,0,170.18,182.88,Orthodox,2.41,37,1.58,67,7.23,68,100,0,win
6,3,0,180.34,182.88,Orthodox,2.71,60,1.33,52,0,0,55,0,win
9,0,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,8,0,175.26,182.88,Southpaw,1.66,36,3.31,57,0,0,0,0,win
6,4,0,178.2343247,182.88,Orthodox,0.38,25,0.77,0,0,0,0,0,win
23,10,0,198.12,182.88,Orthodox,0.71,16,3.29,46,0,0,66,0,win
6,3,0,198.12,182.88,Orthodox,2.15,52,3.05,52,1.73,55,43,0,draw
5,5,0,190.5,182.88,Orthodox,0,0,0,0,0,0,0,0,win
18,4,0,180.34,185.42,Orthodox,3.76,42,3.34,58,0.2,20,75,0,win
14,11,0,182.88,182.88,Orthodox,1.02,42,5.27,38,2.77,40,0,0,win
25,8,0,177.8,182.88,Orthodox,3.04,45,1.88,59,0.72,33,33,0,win
3,2,0,175.26,182.88,Orthodox,2.47,51,5.33,44,1,10,33,0,win
8,4,0,165.1,167.64,Southpaw,2.2,42,3.53,48,1,11,0,0,win
8,1,0,190.5,182.88,Switch,3.47,50,1.43,69,0.58,33,58,0,win
8,4,1,180.34,182.88,Orthodox,2.13,25,5.53,39,3,15,50,0,win
4,1,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,1,0,170.18,170.18,Orthodox,2.67,51,1.2,57,0,0,37,0,win
9,1,0,160.02,160.02,Orthodox,3.46,46,2.98,57,3.31,41,66,0,loss
4,6,0,180.34,182.88,Orthodox,3.29,38,4.41,57,0,0,77,0,loss
10,16,0,180.34,182.88,Orthodox,0,0,6.58,27,0,0,0,0,win
4,2,0,187.96,182.88,Orthodox,0.62,66,6.22,23,0,0,0,0,draw
0,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
10,1,0,180.34,182.88,Switch,4.52,35,4.52,42,0,0,0,0,win
13,5,0,180.34,182.88,Orthodox,1.2,27,7.08,39,0,0,0,0,draw
1,1,0,178.2343247,182.88,Southpaw,0,0,0,0,0,0,0,0,win
10,2,0,175.26,177.8,Orthodox,3.37,46,4.66,41,1.58,28,57,0,win
14,4,0,185.42,190.5,Orthodox,2.82,47,2.01,65,0.97,23,75,0,win
10,6,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,4,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,3,0,182.88,182.88,Orthodox,0.81,50,0.51,79,0,0,0,0,win
3,0,0,185.42,182.88,Orthodox,3.53,53,0.4,68,4,80,0,0,win
10,6,1,175.26,175.26,Orthodox,3.18,57,3.73,58,0.69,25,72,0,win
8,5,0,170.18,177.8,Orthodox,2.63,31,5.11,58,1.14,15,62,0,win
8,1,0,180.34,177.8,Switch,13.6,64,13.13,59,2,66,100,0,win
10,3,0,177.8,180.34,Orthodox,7.58,24,11.32,54,0,0,0,0,win
13,5,0,208.28,182.88,Orthodox,2.2,29,2.31,59,0.65,25,83,0,win
14,8,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
2,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,2,0,187.96,198.12,Orthodox,7.69,65,6.15,55,5.77,66,0,0,win
22,7,0,175.26,182.88,Orthodox,4.7,58,4.4,63,2.5,62,66,0,win
5,2,0,180.34,182.88,Orthodox,6.46,48,11.54,32,0,0,100,0,win
9,4,0,162.56,170.18,Orthodox,3.45,62,4.48,66,0,0,0,0,win
13,1,0,167.64,182.88,Orthodox,4.06,65,4.26,46,0,0,50,0,draw
0,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
9,9,1,172.72,182.88,Orthodox,4,48,1.85,70,9.23,100,100,0,win
6,0,0,170.18,180.34,Orthodox,7.29,66,0.42,71,3.13,100,0,0,loss
0,2,1,187.96,182.88,Orthodox,0.34,14,0.69,60,0,0,0,0,win
11,5,0,177.8,182.88,Orthodox,2.47,59,2.57,50,3.5,41,81,0,win
13,10,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,5,0,175.26,177.8,Orthodox,2.65,30,4.61,52,0,0,82,0,win
8,1,0,167.64,180.34,Southpaw,0.31,50,7.64,31,0,0,0,0,win
11,7,0,193.04,208.28,Southpaw,4.35,53,4.24,41,0,0,37,0,win
6,2,0,182.88,180.34,Southpaw,2.83,51,4.59,36,0,0,100,0,win
3,2,0,175.26,182.88,Orthodox,3.52,56,4.71,63,3.1,66,57,0,draw
1,1,0,185.42,182.88,Orthodox,0,0,1.93,30,4.13,100,0,0,loss
6,9,0,193.04,203.2,Orthodox,3.57,46,1.61,70,3.02,80,100,0,win
25,7,0,182.88,185.42,Orthodox,4.47,42,3.39,60,0.85,39,82,0,win
7,1,0,177.8,172.72,Orthodox,3.2,43,3.27,70,0,0,0,0,win
14,3,0,180.34,187.96,Orthodox,8.7,55,6.83,52,0,0,0,0,win
16,12,0,193.04,198.12,Orthodox,6.04,45,6.65,52,0.09,50,74,0,loss
13,16,0,185.42,182.88,Orthodox,1.11,36,4.59,45,4.75,40,33,0,win
30,14,2,185.42,182.88,Orthodox,2.3,32,1.36,72,0.39,50,88,0,win
10,3,1,177.8,175.26,Orthodox,1.67,23,4.17,37,0,0,50,0,win
17,3,0,177.8,185.42,Orthodox,3.66,40,2.02,54,0,0,0,0,win
21,6,0,172.72,182.88,Southpaw,2.86,51,2.08,47,5.19,80,33,0,loss
6,7,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
17,14,0,190.5,193.04,Orthodox,4.38,44,5.47,55,0.45,23,83,0,loss
2,6,2,182.88,182.88,Southpaw,0.31,24,1.92,39,1.15,20,0,0,win
22,8,0,170.18,182.88,Orthodox,0.2,50,3.05,50,0,0,0,0,win
11,5,0,177.8,182.88,Orthodox,2.25,32,2.82,65,2.64,23,16,0,win
12,8,0,182.88,182.88,Orthodox,1.14,50,0.4,41,1.71,66,38,0,win
15,7,1,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,3,0,187.96,203.2,Southpaw,2.68,48,7.64,34,2.87,100,0,0,loss
5,7,0,190.5,182.88,Orthodox,0,0,0,0,0,0,0,0,win
10,5,0,177.8,177.8,Southpaw,0.2,75,2.07,42,0,0,25,0,win
17,9,1,185.42,190.5,Southpaw,4.63,43,3.29,48,4.75,58,77,0,loss
8,11,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
17,15,1,182.88,182.88,Orthodox,3.06,54,3.2,52,1.19,57,33,0,win
12,1,0,190.5,195.58,Orthodox,8.87,72,3.38,63,0,0,0,0,win
12,10,0,178.2343247,182.88,Orthodox,0.82,60,7.36,51,0,0,66,0,win
38,10,0,182.88,182.88,Orthodox,2.77,34,4.17,41,2.5,29,75,0,win
14,0,0,167.64,172.72,Orthodox,6.67,36,6.6,49,0,0,66,0,loss
0,1,0,170.18,182.88,Orthodox,0.84,15,3.28,63,2.81,100,0,0,win
9,2,0,180.34,185.42,Orthodox,3.97,34,4.25,63,0,0,0,0,win
7,2,0,180.34,187.96,Orthodox,0.91,16,14.55,11,0,0,0,0,loss
4,6,0,187.96,182.88,Orthodox,1.9,35,3.67,53,0.95,100,87,0,win
9,6,2,160.02,182.88,Orthodox,1,20,3,70,0,0,0,0,win
6,2,0,187.96,182.88,Orthodox,2.55,40,2.34,35,0,0,0,0,draw
1,1,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
17,4,2,180.34,180.34,Orthodox,2.23,39,4.1,59,0.75,17,90,0,win
8,4,0,182.88,182.88,Orthodox,2.21,25,2.87,42,1.23,16,25,0,win
7,4,0,180.34,182.88,Orthodox,1,41,2.6,71,0,0,0,0,win
17,7,0,177.8,185.42,Orthodox,2.54,40,2.64,52,3.29,43,66,0,win
14,2,0,182.88,193.04,Orthodox,4.8,69,0.4,78,7.5,100,33,0,loss
10,14,0,172.72,182.88,Orthodox,0.8,72,0.7,63,0,0,0,0,win
14,8,0,187.96,190.5,Southpaw,3.22,60,3.26,51,0,0,71,0,win
12,5,1,185.42,195.58,Orthodox,2.69,41,3.15,45,0.2,10,57,0,win
23,4,0,175.26,182.88,Orthodox,1.4,33,2.73,50,2,20,66,0,loss
2,4,0,178.2343247,182.88,Orthodox,6.51,50,8.84,36,0,0,0,0,win
13,5,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
29,19,0,187.96,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,4,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
1,1,0,195.58,190.5,Orthodox,0.71,42,4.47,38,7.06,25,0,0,win
12,6,1,175.26,180.34,Orthodox,4.19,56,7.02,40,1.7,33,100,0,loss
15,22,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,3,0,170.18,172.72,Switch,0,0,0,0,4.37,100,100,0,win
11,7,1,172.72,175.26,Orthodox,3.53,39,3.27,54,0,0,40,0,win
15,3,0,180.34,187.96,Orthodox,1.41,45,2.2,56,1.76,38,100,0,win
6,1,1,182.88,195.58,Orthodox,0,0,0,0,0,0,0,0,loss
6,12,0,195.58,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,0,0,187.96,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
1,6,0,193.04,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,7,0,170.18,182.88,Orthodox,2.4,33,0,100,0,0,100,0,win
6,2,0,172.72,180.34,Switch,5,40,11.25,25,0,0,0,0,win
20,4,1,170.18,182.88,Southpaw,3.49,54,3.53,53,1.52,45,83,0,loss
0,1,0,178.2343247,182.88,Southpaw,0,0,0,0,0,0,0,0,win
7,2,0,185.42,187.96,Orthodox,2.9,48,2.69,62,1.61,50,0,0,win
7,2,0,170.18,170.18,Southpaw,3.87,49,4.87,42,0,0,25,0,win
2,1,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,3,0,178.2343247,182.88,Orthodox,2.5,40,5.5,36,0,0,50,0,win
33,15,0,182.88,182.88,Orthodox,2.89,28,5.42,42,0,0,100,0,win
8,5,1,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,3,0,193.04,182.88,Southpaw,1.25,30,4.6,38,0,0,40,0,win
14,8,0,175.26,182.88,Switch,2.54,37,4.04,48,0,0,60,0,win
7,2,0,182.88,182.88,Orthodox,1.43,23,5.23,42,0,0,0,0,win
23,5,0,180.34,195.58,Southpaw,1.41,29,1.58,62,2.96,54,72,0,loss
0,1,0,185.42,182.88,Orthodox,0,0,1.39,60,0,0,0,0,win
12,5,0,185.42,182.88,Orthodox,3.18,70,0.66,57,1.64,100,60,0,win
13,4,0,162.56,170.18,Orthodox,3.75,46,3.61,56,0.31,16,90,0,win
7,4,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,5,0,177.8,180.34,Orthodox,3.71,44,2.78,47,0,0,0,0,win
15,3,0,172.72,175.26,Orthodox,4.6,28,3.6,61,1,16,0,0,win
2,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
21,10,0,175.26,182.88,Orthodox,0.45,26,1.79,46,0,0,0,0,win
17,7,0,177.8,182.88,Orthodox,3.83,32,4.62,57,2.17,25,100,0,loss
4,7,0,187.96,182.88,Orthodox,0,0,0,0,0,0,0,0,win
16,3,0,177.8,182.88,Orthodox,4.64,46,5.05,55,0.93,20,85,0,win
8,2,0,187.96,195.58,Orthodox,0,0,9.6,33,0,0,0,0,win
3,1,1,162.56,167.64,Switch,2.58,51,4.85,46,0,0,57,0,win
8,4,0,182.88,182.88,Orthodox,0.86,50,1.82,50,0,0,62,0,loss
2,4,0,162.56,182.88,Orthodox,1.4,46,1.2,57,2,25,50,0,win
11,2,0,167.64,175.26,Orthodox,7.25,48,5.04,55,0,0,66,0,win
4,2,0,177.8,182.88,Orthodox,9.31,40,4.66,51,0,0,100,0,win
18,6,0,162.56,167.64,Southpaw,2.09,45,2.01,57,0.41,22,45,0,win
6,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
1,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
29,12,1,175.26,177.8,Orthodox,0.41,50,2.84,41,6.08,50,0,0,win
1,0,0,190.5,182.88,Orthodox,2.05,25,1.45,60,0.75,100,100,0,win
13,8,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,4,0,182.88,198.12,Switch,7.58,39,8.88,58,0,0,0,0,win
6,0,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
0,1,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
0,5,1,180.34,182.88,Orthodox,0,0,3.13,25,0,0,0,0,win
14,4,0,172.72,182.88,Orthodox,1.07,41,1.53,60,5,41,0,0,win
13,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
26,26,0,190.5,182.88,Orthodox,3.49,42,5.71,57,0,0,0,0,win
8,4,0,187.96,182.88,Orthodox,2.53,57,3.27,30,0,0,63,0,loss
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,1,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
0,4,0,187.96,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,1,0,190.5,200.66,Orthodox,0,0,0,0,0,0,0,0,draw
3,3,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
3,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
25,10,10,172.72,182.88,Orthodox,1.43,9,17.86,43,0,0,0,0,win
13,5,0,172.72,182.88,Orthodox,1.2,33,1.73,73,0,0,50,0,win
4,2,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
14,7,0,182.88,190.5,Orthodox,0.29,16,0.57,33,0,0,0,0,win
19,4,0,180.34,177.8,Orthodox,3.37,51,2.91,62,1.31,40,73,0,loss
0,5,0,175.26,182.88,Orthodox,1.72,37,5.59,56,0,0,0,0,win
2,1,1,203.2,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,1,0,180.34,180.34,Orthodox,2.22,46,2.58,47,5.73,52,66,0,win
20,10,2,172.72,182.88,Orthodox,2.4,35,5.6,42,1.5,20,100,0,win
5,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,3,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
16,8,0,182.88,187.96,Orthodox,3.3,41,6.26,45,0.25,100,66,0,win
8,0,0,170.18,175.26,Orthodox,9.85,55,4.86,47,9.85,100,0,0,win
6,4,1,182.88,182.88,Orthodox,2.27,24,5.91,63,0,0,20,0,win
13,3,0,187.96,182.88,Orthodox,7.68,56,1.44,70,3.6,33,100,0,win
11,6,0,180.34,182.88,Orthodox,2.18,36,3.82,53,0,0,0,0,win
9,1,0,180.34,185.42,Switch,8.29,43,7.49,63,0,0,83,0,win
7,3,0,165.1,182.88,Southpaw,5.53,35,24.47,33,0,0,100,0,loss
12,10,0,167.64,182.88,Southpaw,1.54,41,2.53,51,2.71,100,0,0,win
1,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
15,3,1,170.18,182.88,Orthodox,1.9,26,3.5,31,0,0,0,0,win
101,19,1,187.96,182.88,Southpaw,0,0,0,0,0,0,0,0,win
6,2,1,167.64,182.88,Orthodox,1.6,64,2.87,50,2,66,75,0,win
4,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
16,2,0,170.18,177.8,Orthodox,1.1,34,1.24,65,2.06,33,50,0,win
11,4,0,180.34,185.42,Orthodox,3.42,40,3.18,58,0.46,100,63,0,win
18,4,0,180.34,182.88,Orthodox,1.33,32,4.59,50,0,0,0,0,win
7,2,0,162.56,172.72,Southpaw,14.48,31,20.69,41,0,0,0,0,win
15,6,0,167.64,182.88,Orthodox,2.15,46,2.39,52,6.14,46,60,0,win
12,2,0,177.8,182.88,Orthodox,3.6,38,4.6,71,0,0,83,0,loss
16,7,0,185.42,182.88,Southpaw,2.27,53,4,25,0,0,16,0,loss
1,2,0,187.96,182.88,Southpaw,0,0,2.4,40,0,0,0,0,win
6,16,0,170.18,182.88,Southpaw,1.25,36,2.16,54,0.55,25,60,0,win
12,3,0,172.72,182.88,Orthodox,0.5,55,0.2,33,3,100,0,0,win
15,2,0,175.26,182.88,Orthodox,2.6,76,2.87,32,1,20,42,0,win
3,1,0,162.56,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
12,4,0,172.72,177.8,Orthodox,3.33,42,3,58,1.92,41,70,0,win
0,3,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
15,8,0,182.88,182.88,Switch,2.81,46,3.84,49,1.41,20,50,0,win
1,4,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
2,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,4,0,167.64,182.88,Orthodox,0,0,0,0,0,0,0,0,win
30,13,1,165.1,170.18,Orthodox,3,30,6.1,57,1.66,23,83,0,win
14,3,0,190.5,193.04,Orthodox,2.12,32,6.9,43,0,0,0,0,win
8,2,0,172.72,177.8,Orthodox,2.76,49,5.65,48,0,0,0,0,loss
9,1,0,190.5,200.66,Orthodox,2.93,49,1.8,62,4,46,100,0,loss
0,1,0,170.18,182.88,Orthodox,0.43,25,1.73,50,19.42,50,100,0,win
4,11,0,195.58,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
14,2,0,180.34,180.34,Orthodox,5.29,47,5.29,45,0,0,40,0,win
6,8,0,175.26,182.88,Orthodox,0.73,40,2.4,45,0,0,16,0,win
15,3,0,182.88,187.96,Southpaw,5.56,53,4.72,54,0.7,12,100,0,win
7,1,0,177.8,182.88,Orthodox,1.8,35,2.83,50,2.5,62,83,0,win
5,1,0,190.5,190.5,Orthodox,1.83,40,0.55,76,0,0,84,0,win
19,13,0,190.5,187.96,Orthodox,0.43,18,4.07,13,0,0,33,0,win
20,11,1,178.2343247,182.88,Orthodox,0,0,0,100,0,0,0,0,win
11,4,0,190.5,182.88,Orthodox,0,0,9.43,35,0,0,0,0,loss
15,5,0,190.5,205.74,Orthodox,8.46,46,5.29,64,0,0,0,0,win
4,11,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
39,11,0,172.72,175.26,Orthodox,2.28,45,2.94,50,2.9,33,40,0,win
12,3,0,172.72,177.8,Switch,5,57,3.99,53,2.12,25,63,0,win
11,4,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
13,8,1,182.88,182.88,Southpaw,3.67,35,3.25,62,0,0,100,0,loss
5,5,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,20,2,190.5,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
10,5,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,2,0,182.88,182.88,Orthodox,0,0,3.32,53,0,0,0,0,win
16,10,0,172.72,180.34,Orthodox,4.92,39,6.42,55,0.46,50,66,0,win
19,5,0,167.64,170.18,Orthodox,3.01,43,2.97,61,3.63,31,68,0,win
5,3,0,170.18,180.34,Southpaw,3.06,41,3.84,52,0.51,50,76,0,win
4,0,1,154.94,147.32,Orthodox,2.33,38,5.8,42,4,16,0,0,win
10,4,0,177.8,182.88,Orthodox,2.6,46,2.87,58,0,0,83,0,win
9,3,0,187.96,187.96,Switch,1.44,42,3.81,55,0,0,75,0,loss
10,4,0,190.5,195.58,Orthodox,3.12,42,4.25,52,3,48,66,0,win
2,4,0,182.88,182.88,Orthodox,0.66,15,1.71,65,0,0,0,0,win
5,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,2,0,182.88,190.5,Orthodox,4.16,45,5.66,40,3.98,40,50,0,win
11,1,0,177.8,180.34,Orthodox,5.08,46,3.74,49,3.63,39,100,0,loss
20,7,0,182.88,180.34,Orthodox,4.4,47,5.86,52,0.41,66,62,0,win
2,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
10,5,0,165.1,182.88,Orthodox,2.13,43,4.18,32,0.59,11,54,0,loss
3,1,0,182.88,182.88,Orthodox,2.36,57,0.32,85,0.68,100,80,0,win
0,1,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
18,9,0,182.88,182.88,Orthodox,3.18,50,4.72,58,3.29,66,100,0,win
