wins,losses,draws,height_cm,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,match_results
11,14,0,193.04,182.88,Orthodox,2.9,40,5.8,43,1.5,100,100,0,win
6,2,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
12,17,0,167.64,182.88,Orthodox,0,0,1.36,50,0,0,0,0,win
11,2,0,185.42,190.5,Orthodox,1.03,28,6.72,38,7.76,33,0,0,loss
29,24,3,177.8,182.88,Orthodox,1.2,29,4.07,60,1,9,0,0,win
13,3,0,175.26,177.8,Orthodox,2.65,42,2.42,64,0.97,22,41,0,win
9,1,0,190.5,182.88,Orthodox,4.17,55,10.83,23,0,0,0,0,loss
6,4,0,185.42,182.88,Switch,6.69,53,5.44,52,0.72,100,70,0,win
25,11,2,175.26,182.88,Orthodox,2.47,42,2.8,53,0,0,0,0,win
5,11,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
10,3,0,175.26,177.8,Orthodox,1.93,36,5.78,40,0,0,0,0,draw
1,0,0,170.18,182.88,Southpaw,0,0,0,0,0,0,0,0,win
4,5,0,167.64,175.26,Orthodox,3.34,37,5.2,50,0.84,50,14,0,win
7,3,0,182.88,187.96,Southpaw,5.13,55,5.93,49,0,0,100,0,loss
20,3,0,167.64,182.88,Orthodox,0.51,40,4.07,43,1.91,12,50,0,win
11,22,0,180.34,182.88,Orthodox,3.5,44,10.51,27,0,0,0,0,win
0,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
15,6,0,187.96,190.5,Southpaw,3.98,49,4.98,43,0,0,54,0,loss
3,2,0,190.5,182.88,Southpaw,0.92,35,1.03,37,0,0,50,0,win
2,4,0,167.64,182.88,Orthodox,0.87,56,3.47,43,0,0,20,0,win
12,4,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
6,4,0,170.18,162.56,Orthodox,2.96,31,4.83,56,0.34,25,81,0,win
13,6,2,177.8,182.88,Orthodox,1.28,100,2.55,0,0,0,0,0,win
12,16,0,182.88,182.88,Orthodox,1.47,22,4.87,44,1,25,0,0,win
16,7,1,172.72,177.8,Orthodox,5.56,47,5.6,45,0.2,12,58,0,loss
21,12,0,190.5,200.66,Orthodox,1.23,34,3.92,38,0,0,46,0,win
14,26,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
10,2,0,190.5,182.88,Orthodox,1.82,40,2.73,25,13.64,50,0,0,loss
8,6,0,160.02,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,5,0,172.72,165.1,Orthodox,3,40,3.89,61,1.13,34,78,0,win
28,32,1,187.96,182.88,Orthodox,0.33,33,2.64,11,0,0,0,0,draw
4,3,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,3,0,175.26,182.88,Orthodox,2.68,36,4.69,46,0,0,0,0,win
1,2,0,187.96,187.96,Orthodox,4.49,57,3.73,62,0.71,33,88,0,loss
7,1,0,175.26,172.72,Orthodox,3.08,42,5.35,59,0.92,50,50,0,win
8,7,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
3,3,0,162.56,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,7,0,178.2343247,182.88,Orthodox,2.17,48,2.5,50,2.5,50,60,0,win
14,2,0,170.18,167.64,Orthodox,3.51,48,2.75,68,1.03,21,85,0,win
5,10,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
20,14,2,165.1,182.88,Southpaw,0.74,27,3.42,54,0,0,100,0,win
13,3,0,167.64,182.88,Southpaw,0.57,31,0.96,65,0.85,25,50,0,loss
9,2,0,182.88,182.88,Orthodox,3.87,44,2.8,61,4,44,0,0,draw
8,3,1,185.42,182.88,Orthodox,5.13,60,1.81,45,0,0,0,0,win
5,2,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
14,2,0,177.8,182.88,Southpaw,3.53,46,4.07,36,0,0,33,0,win
7,3,0,182.88,182.88,Orthodox,5.34,39,7.23,30,0,0,0,0,loss
0,1,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,5,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
20,9,0,180.34,182.88,Orthodox,0,0,3.68,55,5.81,50,0,0,win
5,0,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
11,3,0,170.18,182.88,Orthodox,6.54,53,5.42,36,2.8,100,80,0,win
1,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
7,5,2,172.72,182.88,Orthodox,4.23,36,4.83,63,0,0,100,0,win
10,7,2,178.2343247,182.88,Orthodox,1.85,71,4.44,33,0,0,0,0,draw
26,10,0,175.26,180.34,Orthodox,2.27,29,2.2,57,1.3,100,66,0,win
3,3,0,177.8,182.88,Orthodox,2.87,67,2.6,23,4,57,80,0,loss
8,4,0,190.5,193.04,Orthodox,3.85,46,4.79,43,0,0,64,0,win
3,4,0,185.42,182.88,Orthodox,0.6,40,2.4,40,1,100,16,0,win
9,4,0,167.64,175.26,Orthodox,5.1,36,7.63,52,1.5,25,100,0,win
0,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
26,19,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
3,5,0,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,win
4,2,0,180.34,182.88,Orthodox,0.39,100,0.77,33,0,0,0,0,draw
3,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,5,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,1,0,178.2343247,182.88,Orthodox,0,0,6.67,36,0,0,0,0,loss
0,3,0,182.88,182.88,Orthodox,0,0,26.67,50,0,0,0,0,win
4,1,0,167.64,182.88,Orthodox,12.29,57,6.8,45,0,0,75,0,loss
3,3,2,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
19,11,0,175.26,182.88,Orthodox,1,54,2,72,0,0,0,0,win
23,1,0,172.72,175.26,Orthodox,2,26,4.13,56,0,0,66,0,win
13,19,3,175.26,182.88,Orthodox,0.31,17,5,42,0,0,0,0,win
25,10,0,170.18,175.26,Orthodox,5.31,50,5.56,50,1.64,46,58,0,win
2,7,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
16,7,0,177.8,180.34,Orthodox,3.83,46,3.37,56,1.55,52,63,0,win
9,4,1,177.8,180.34,Orthodox,2.5,30,5.67,55,0,0,66,0,win
8,2,0,175.26,182.88,Orthodox,4.29,66,6.43,0,0,0,0,0,win
56,29,4,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,2,0,172.72,182.88,Orthodox,1.26,31,4.84,48,0,0,22,0,loss
3,1,0,185.42,182.88,Orthodox,2,39,3.22,35,0,0,33,0,win
12,3,0,182.88,187.96,Southpaw,1.72,40,3.06,50,0,0,22,0,win
5,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,3,0,195.58,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,2,0,187.96,193.04,Orthodox,4.44,62,2.72,57,0.42,9,100,0,win
1,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,2,0,178.2343247,182.88,Orthodox,0.92,25,4.31,30,1.16,20,0,0,loss
5,2,0,190.5,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
15,6,1,187.96,187.96,Orthodox,3.34,48,4.87,39,1.31,30,50,0,win
11,5,0,190.5,182.88,Orthodox,4.29,86,2.14,0,0,0,75,0,win
13,6,0,167.64,177.8,Southpaw,3.51,37,4.28,61,0.75,22,66,0,loss
6,2,0,152.4,162.56,Southpaw,1.1,42,4.93,31,1.83,30,16,0,win
0,1,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
10,15,1,165.1,182.88,Orthodox,2.62,42,10.25,28,0,0,0,0,win
18,10,0,182.88,182.88,Orthodox,3.94,30,2.99,67,0.9,14,0,0,win
8,3,0,167.64,182.88,Orthodox,5.93,42,6.33,48,4,57,0,0,win
4,5,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
12,7,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,12,1,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
5,3,0,180.34,182.88,Orthodox,4.49,51,4.56,51,2,30,100,0,win
13,4,0,180.34,182.88,Orthodox,2.06,32,1.24,68,2.48,28,100,0,win
12,3,1,178.2343247,182.88,Orthodox,3.1,30,8.28,52,0,0,0,0,win
2,14,0,182.88,182.88,Orthodox,0.4,31,3.53,46,0,0,20,0,win
6,1,0,170.18,175.26,Orthodox,6.6,50,6.67,63,2,33,0,0,win
6,6,0,172.72,170.18,Orthodox,4.03,34,4.59,53,0.95,22,50,0,win
17,3,0,177.8,177.8,Switch,6.23,63,6.7,53,1.5,30,92,0,win
4,1,0,185.42,182.88,Switch,0.76,14,4.56,33,0,0,0,0,loss
7,3,0,170.18,175.26,Orthodox,4.2,49,1.13,56,0,0,40,0,win
14,9,0,185.42,190.5,Orthodox,3.97,37,6.45,37,0.5,33,33,0,loss
43,12,1,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,3,1,172.72,182.88,Orthodox,2.15,31,2.8,56,0.81,50,50,0,win
9,1,0,187.96,200.66,Switch,5.06,59,4.68,47,0,0,50,0,win
2,4,1,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
12,3,0,170.18,182.88,Orthodox,2.79,42,3.25,65,2.5,50,33,0,win
7,9,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,2,0,180.34,182.88,Southpaw,3.68,51,2.7,56,1.5,33,61,0,win
14,5,0,175.26,182.88,Orthodox,6.68,58,4.6,57,0,0,71,0,loss
2,1,0,160.02,165.1,Orthodox,3.53,62,2.58,50,3.06,60,0,0,win
30,19,2,187.96,182.88,Orthodox,0,0,1.85,50,0,0,0,0,win
7,2,0,185.42,198.12,Orthodox,2.24,48,1.31,56,0,0,0,0,win
13,1,0,182.88,195.58,Orthodox,3.23,38,3.7,47,1.85,20,50,0,loss
13,5,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,5,0,190.5,182.88,Orthodox,2.84,52,2.64,48,0,0,44,0,win
6,4,0,185.42,190.5,Switch,2.88,53,6.13,33,2.7,100,0,0,win
6,0,0,172.72,182.88,Orthodox,1.87,45,1.33,60,4,80,0,0,loss
26,14,2,172.72,182.88,Orthodox,1.02,100,4.07,55,0,0,0,0,win
1,4,0,162.56,182.88,Orthodox,0.29,16,2.06,30,0,0,0,0,loss
6,3,0,175.26,175.26,Southpaw,4.13,37,7.75,59,0,0,100,0,win
4,2,0,178.2343247,182.88,Orthodox,0.93,37,1.6,22,2,100,33,0,win
11,4,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,19,1,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
28,4,0,172.72,167.64,Orthodox,3,20,5.67,46,0,0,66,0,win
13,16,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
21,19,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
11,2,0,187.96,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,3,0,185.42,182.88,Southpaw,0,0,10.12,12,0,0,0,0,win
3,1,0,175.26,182.88,Orthodox,7.64,38,5.45,37,0,0,100,0,loss
7,2,0,195.58,182.88,Orthodox,17.65,58,5.29,72,0,0,0,0,win
3,1,0,190.5,182.88,Switch,3.13,39,4.07,42,0,0,100,0,win
2,5,0,178.2343247,182.88,Orthodox,4.93,32,5.6,66,0,0,66,0,win
7,4,0,187.96,182.88,Orthodox,1.17,28,1.83,67,0,0,100,0,draw
15,12,0,182.88,182.88,Southpaw,0.5,46,2.02,30,0,0,53,0,win
5,6,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,1,0,165.1,165.1,Switch,3.6,37,3.73,37,0,0,33,0,loss
15,3,0,167.64,167.64,Orthodox,3.02,60,0.57,65,3.23,60,83,0,win
8,2,0,182.88,195.58,Orthodox,5.4,50,1.8,59,1,100,71,0,win
4,4,0,185.42,182.88,Orthodox,2.27,23,8.2,33,0,0,50,0,win
2,0,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
4,1,0,185.42,195.58,Southpaw,0.8,28,0.13,66,0,0,25,0,win
8,9,0,170.18,175.26,Orthodox,5,58,3,64,7.5,100,0,0,win
7,2,0,182.88,195.58,Switch,2.38,36,3.55,37,0.87,16,0,0,loss
12,5,0,185.42,182.88,Orthodox,1.08,26,1.96,50,1.47,50,80,0,win
5,1,0,170.18,177.8,Orthodox,5.67,55,3.4,71,0,0,100,0,win
6,8,0,177.8,182.88,Orthodox,0,0,8.41,20,0,0,0,0,win
2,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
63,10,1,185.42,182.88,Southpaw,4.4,57,4,64,0,0,0,0,win
13,25,0,172.72,182.88,Orthodox,1.15,40,7.5,23,0,0,0,0,draw
16,5,1,162.56,165.1,Southpaw,5.2,48,2.23,65,0.68,33,92,0,draw
36,26,0,175.26,182.88,Orthodox,0.84,25,3.46,36,2.36,60,57,0,loss
9,4,0,185.42,195.58,Southpaw,4.3,54,5.13,48,3.43,33,50,0,win
2,3,0,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
12,6,0,177.8,187.96,Orthodox,4.24,32,4.02,60,0.14,33,68,0,win
1,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,2,0,172.72,182.88,Orthodox,1.21,23,4.22,51,0,0,0,0,win
0,1,0,167.64,182.88,Orthodox,0.62,50,0.94,0,0,0,14,0,win
13,8,0,170.18,182.88,Orthodox,3.2,34,3.43,69,0,0,16,0,win
1,8,1,185.42,182.88,Orthodox,1.4,35,3.76,41,0,0,58,0,win
14,4,0,187.96,187.96,Orthodox,4.56,32,4.46,62,0.74,33,80,0,win
12,6,0,185.42,195.58,Switch,2.55,48,2.62,46,0.95,18,55,0,loss
5,1,0,182.88,182.88,Orthodox,3.58,36,4.81,62,1.76,40,0,0,win
11,4,0,175.26,182.88,Orthodox,4.91,23,7.17,51,0,0,0,0,win
4,2,0,162.56,182.88,Orthodox,2.71,46,2.15,51,1.94,60,68,0,win
19,9,0,193.04,182.88,Orthodox,1.93,14,4.53,48,1,16,0,0,win
30,10,0,177.8,190.5,Orthodox,5.36,50,6.3,54,0,0,92,0,win
1,3,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,2,0,167.64,175.26,Southpaw,4.52,52,2.57,55,0,0,53,0,win
11,2,0,195.58,195.58,Orthodox,1.13,28,8.07,30,0,0,0,0,win
8,2,0,193.04,198.12,Switch,4.31,49,5.39,45,0,0,0,0,win
5,3,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
3,1,0,185.42,182.88,Orthodox,3.49,62,6.98,50,0,0,0,0,loss
30,21,2,175.26,182.88,Orthodox,3.03,27,9.7,48,0,0,0,0,win
7,3,0,190.5,200.66,Orthodox,3.73,43,2.67,54,0,0,66,0,win
12,4,0,190.5,195.58,Southpaw,3.43,45,3.08,44,1.09,24,69,0,loss
7,2,0,172.72,177.8,Orthodox,13.13,40,13.6,35,0,0,33,0,loss
9,2,0,165.1,167.64,Switch,2.96,55,1.18,57,4.89,50,75,0,win
5,10,1,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
29,12,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
16,4,0,180.34,182.88,Orthodox,2.15,45,3.85,48,0,0,50,0,win
0,1,0,178.2343247,182.88,Orthodox,0,0,6.47,45,0,0,0,0,win
1,10,0,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,win
10,2,0,200.66,198.12,Orthodox,2.21,57,7.83,37,0,0,0,0,win
8,3,0,175.26,182.88,Southpaw,0.81,22,2.21,67,3.02,100,0,0,loss
20,6,0,187.96,182.88,Orthodox,2.14,48,4.73,45,0,0,0,0,win
20,16,0,190.5,182.88,Orthodox,2.6,36,8.8,40,0,0,90,0,win
10,6,0,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,3,0,165.1,170.18,Orthodox,4.08,41,3.77,58,0.7,50,71,0,draw
4,3,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
15,4,0,182.88,187.96,Orthodox,2.05,40,2.9,55,0.64,20,80,0,win
8,2,0,172.72,182.88,Orthodox,1.17,28,3.59,26,0,0,33,0,win
6,1,0,178.2343247,182.88,Orthodox,3.7,44,4.8,47,1,22,81,0,win
5,5,0,165.1,182.88,Orthodox,1.02,36,1.53,57,3.83,100,0,0,win
16,8,0,170.18,177.8,Orthodox,0.9,27,3.89,40,1.42,50,44,0,win
17,27,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,7,0,180.34,182.88,Orthodox,3.83,41,2.23,53,4.79,33,100,0,win
26,7,0,172.72,177.8,Orthodox,5.13,49,3.49,54,0.67,25,78,0,win
32,22,0,185.42,182.88,Open Stance,1.47,43,2.5,49,0,0,16,0,win
9,2,0,182.88,182.88,Orthodox,9.77,49,6.28,60,0,0,50,0,win
6,4,0,182.88,195.58,Orthodox,5.57,52,4.11,54,0.76,57,64,0,win
15,9,0,180.34,182.88,Orthodox,0.21,20,0.85,50,0,0,0,0,win
6,1,0,175.26,172.72,Orthodox,5.11,38,9.15,38,4.04,33,0,0,loss
14,4,1,177.8,177.8,Orthodox,4.74,53,4.91,54,0.29,20,50,0,win
18,5,1,182.88,187.96,Southpaw,2.3,46,3.31,56,0.55,46,69,0,win
2,0,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
10,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
13,5,1,180.34,182.88,Orthodox,3.16,16,3.16,83,0,0,0,0,loss
0,1,0,177.8,182.88,Orthodox,0,0,17.14,50,0,0,0,0,win
5,1,0,187.96,190.5,Orthodox,3.84,65,6.66,23,2.06,50,42,0,loss
7,3,0,165.1,182.88,Orthodox,0,0,1.55,55,0,0,50,0,win
9,7,0,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
5,5,1,172.72,182.88,Southpaw,0,0,0,0,0,0,0,0,win
7,8,1,167.64,182.88,Orthodox,3.43,36,10.29,62,0,0,0,0,win
11,2,0,175.26,182.88,Orthodox,4.87,52,5.87,55,0,0,0,0,win
1,8,0,180.34,182.88,Orthodox,0.09,11,5.9,38,0,0,0,0,win
6,3,0,160.02,160.02,Orthodox,3.73,46,9.4,44,2,33,0,0,loss
16,16,0,187.96,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
18,8,0,172.72,180.34,Orthodox,3.76,44,2.97,53,0.59,66,65,0,win
16,10,0,185.42,193.04,Orthodox,2.08,52,2.87,43,1.18,66,58,0,win
14,4,0,182.88,182.88,Orthodox,3.61,66,7.22,40,0,0,0,0,win
0,1,0,185.42,182.88,Sideways,0,0,0,0,0,0,0,0,win
10,4,0,198.12,193.04,Orthodox,6.15,29,10,43,0,0,0,0,loss
21,11,2,180.34,185.42,Orthodox,2.52,33,4.57,51,0,0,74,0,draw
8,5,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
15,2,1,172.72,172.72,Orthodox,2.87,54,2.07,61,3.67,42,85,0,win
5,1,0,175.26,180.34,Switch,10.37,46,11.69,44,0,0,100,0,win
19,6,0,182.88,187.96,Southpaw,5.12,50,4.17,62,0.76,44,48,0,win
4,5,0,218.44,182.88,Orthodox,1.32,26,1.46,36,0.71,100,84,0,loss
1,1,0,193.04,182.88,Orthodox,2,38,1.33,57,0,0,0,0,loss
25,12,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
3,1,0,167.64,182.88,Southpaw,0.72,75,4.65,30,5.37,37,0,0,win
14,5,0,190.5,200.66,Orthodox,4.43,46,2.22,59,4.89,50,83,0,win
8,4,0,182.88,193.04,Orthodox,2.03,32,2.57,60,1.93,83,63,0,win
0,1,0,210.82,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,3,0,187.96,182.88,Orthodox,2.4,43,6.17,68,0,0,0,0,draw
0,1,0,175.26,182.88,Orthodox,0.35,50,3.25,42,0,0,0,0,win
6,4,0,190.5,182.88,Orthodox,3.93,66,8.85,43,0,0,0,0,win
7,3,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
24,5,1,190.5,182.88,Orthodox,0,0,0,0,0,0,0,0,win
20,9,0,175.26,182.88,Orthodox,5.02,34,5.93,50,0.73,42,73,0,win
6,6,0,185.42,193.04,Switch,0.25,27,2.11,43,0,0,28,0,win
9,5,0,185.42,182.88,Orthodox,0.52,23,2.93,42,1.57,33,50,0,win
11,1,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
15,5,0,177.8,182.88,Southpaw,5.73,44,5.26,64,0.32,20,78,0,win
12,4,0,175.26,180.34,Orthodox,2.53,38,3.87,45,0,0,0,0,loss
21,7,0,177.8,180.34,Orthodox,2.56,51,5.12,35,2.02,33,33,0,loss
12,5,0,170.18,165.1,Orthodox,4.12,43,7.13,45,0.18,33,65,0,win
11,7,0,180.34,182.88,Southpaw,2.59,39,2.59,64,3.53,100,0,0,win
6,20,0,180.34,182.88,Orthodox,5.58,40,0,0,20.93,100,100,0,win
19,7,0,170.18,182.88,Orthodox,4.55,40,4.18,57,0,0,60,0,win
2,6,0,187.96,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,4,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,4,0,178.2343247,182.88,Orthodox,1.52,18,2.28,57,0,0,0,0,draw
14,7,0,167.64,182.88,Orthodox,3.82,28,2.63,71,1.43,16,100,0,win
2,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
33,22,0,187.96,182.88,Orthodox,2.56,64,1.67,28,1.43,31,21,0,win
8,1,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,0,0,170.18,172.72,Southpaw,0,0,0,0,0,0,0,0,win
6,6,0,154.94,162.56,Orthodox,4.1,31,7.37,52,0.75,21,83,0,win
9,2,1,182.88,185.42,Orthodox,4.67,51,4.41,62,1.99,13,0,0,win
3,1,1,175.26,182.88,Orthodox,3.09,50,6.19,64,0,0,0,0,win
19,5,0,185.42,187.96,Orthodox,0.8,100,3.41,19,0,0,0,0,loss
9,3,0,180.34,182.88,Orthodox,1.07,36,1.83,47,0,0,70,0,win
19,3,0,175.26,177.8,Switch,9.56,49,2.31,61,0,0,100,0,win
18,1,1,190.5,190.5,Orthodox,3.56,52,2.2,58,1.07,31,86,0,win
15,7,1,170.18,165.1,Orthodox,0.99,55,2.44,42,0,0,30,0,win
8,5,0,193.04,182.88,Orthodox,0,0,0,0,0,0,0,0,win
3,4,0,178.2343247,182.88,Orthodox,1.4,25,1.4,66,0,0,0,0,win
6,0,0,172.72,185.42,Orthodox,1.87,28,3.2,53,2,33,71,0,win
14,6,0,170.18,177.8,Southpaw,5.44,42,6.05,49,0.38,11,86,0,win
18,15,1,175.26,185.42,Orthodox,2.21,35,3.92,42,1.38,33,81,0,win
13,5,0,162.56,182.88,Orthodox,0.77,31,1.64,53,0,0,57,0,draw
15,7,0,177.8,175.26,Southpaw,3.88,52,2.4,61,3.17,47,50,0,win
23,10,0,172.72,182.88,Orthodox,2.54,44,3.32,61,0,0,47,0,loss
11,3,0,182.88,193.04,Orthodox,1.41,35,2.42,43,1.32,20,60,0,win
6,2,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,4,0,180.34,193.04,Orthodox,1.41,60,4.93,23,3.52,100,0,0,win
1,1,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,4,0,180.34,185.42,Orthodox,5.23,55,1.83,71,0,0,57,0,win
6,7,0,187.96,182.88,Orthodox,6.37,35,8.54,52,0,0,0,0,win
7,1,0,180.34,180.34,Orthodox,3.69,52,4.81,36,2.41,100,0,0,win
17,6,0,185.42,198.12,Switch,4.81,63,3.69,47,0,0,0,0,win
6,5,0,182.88,182.88,Orthodox,1.27,51,1.07,58,0,0,44,0,win
23,7,0,182.88,182.88,Orthodox,0,0,6.45,35,0,0,50,0,win
10,8,0,165.1,160.02,Orthodox,1.89,53,4.58,44,0.92,25,33,0,loss
14,1,0,187.96,193.04,Orthodox,5.35,48,3.46,51,0,0,50,0,win
9,1,0,177.8,185.42,Orthodox,2.99,44,1.41,66,3.4,45,75,0,win
9,4,0,185.42,193.04,Orthodox,2.39,40,3.01,50,0.53,37,72,0,loss
16,3,0,185.42,190.5,Orthodox,4.19,42,2.39,53,1.27,28,59,0,win
29,15,2,182.88,182.88,Orthodox,4.12,32,6.79,61,0,0,0,0,loss
1,6,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,1,0,187.96,187.96,Switch,0.67,32,2.27,38,0,0,54,0,loss
12,0,0,187.96,185.42,Orthodox,7.53,73,4.33,28,0,0,57,0,win
0,2,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
22,12,0,160.02,167.64,Orthodox,3.2,40,3.58,61,0.71,28,82,0,win
13,16,0,182.88,182.88,Orthodox,0.82,27,1.91,36,0,0,0,0,loss
5,0,1,175.26,180.34,Orthodox,12.27,45,11.2,42,1,50,100,0,win
6,10,3,170.18,182.88,Orthodox,3.87,42,0,0,0,0,66,0,win
4,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,3,0,167.64,167.64,Southpaw,1.63,47,2.7,47,0,0,61,0,loss
10,1,0,172.72,185.42,Orthodox,3.33,42,4.4,44,1,9,50,0,win
0,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
12,7,1,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
3,0,0,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
4,1,0,175.26,177.8,Orthodox,0,0,0,0,0,0,0,0,loss
3,5,0,178.2343247,182.88,Orthodox,0.33,12,7.29,24,0,0,0,0,win
6,4,0,190.5,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
14,5,4,165.1,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,1,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,1,0,180.34,182.88,Southpaw,0,0,0,0,0,0,0,0,win
1,2,0,182.88,182.88,Southpaw,0.69,50,5.52,46,0,0,0,0,loss
11,5,0,182.88,193.04,Southpaw,1.8,32,1.64,65,0.67,100,54,0,win
2,2,0,180.34,182.88,Sideways,0,0,0,0,0,0,0,0,win
15,2,0,190.5,198.12,Orthodox,3.1,63,0.76,63,11.47,70,0,0,loss
9,4,0,193.04,193.04,Orthodox,2.57,34,3.24,54,0.44,10,60,0,win
4,1,0,175.26,182.88,Orthodox,2.61,50,18.26,44,0,0,0,0,win
0,1,0,187.96,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,3,0,175.26,182.88,Orthodox,0.59,66,5.91,16,0,0,33,0,loss
10,6,0,182.88,182.88,Orthodox,2.25,53,0.93,50,7.5,60,0,0,win
11,16,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,win
20,1,1,175.26,180.34,Orthodox,4.73,43,3.27,60,0,0,0,0,win
24,3,0,177.8,187.96,Orthodox,3.36,42,2.44,61,1,28,70,0,win
